Roll;Pitch;COG_MAG;Ax;Ay;Az;T0;T1;Year;Month;Day;Hour;Min;Sec;Nanoseconds;Vn;Ve;Vd;H;AHor;AVert;ASpeed;AHeading;Time;GPSFlags;NbSat;Latitude;Longitude;Altitude_GPS;Vx;Vy;Vz;Accuracy;PosAccuracy;VelAccuracy;Status
0,8229061;0,1653571;169;0,04843807;-0,06865025;-9,810379;39,64371;50,20142;13;5;18;8;59;42;264810944;0;0;0;0;4294967295;3750004480;10573;18000000;550797000;12;0;540;-9505;50;-0,1373685;2,757577;-1,074247;2,342427;1,733031E+07;173,3867;1327103
0,8499629;0,149003;169;0,02184296;-0,08347988;-9,822583;39,63867;50,20142;13;5;18;8;59;42;514567543;0;0;0;0;4294967295;3750004480;10585;18000000;550797250;12;0;530;-9580;50;-0,1413923;2,776394;-1,078991;2,349571;1,733031E+07;173,3867;1327103
0,835582;0,1373333;169;0,03151035;-0,08342648;-9,815144;39,66385;50,20142;13;5;18;8;59;42;844768609;0;0;0;0;4294967295;3750004736;10597;18000000;550797500;12;0;520;-9650;51;-0,1431309;2,793455;-1,081872;2,35433;1,733031E+07;173,3867;1327103
0,8385381;0,1625154;168;0,02921963;-0,09573841;-9,82472;39,64874;50,20142;13;5;18;8;59;43;434720876;0;0;0;0;4294967295;3750004480;10632;18000000;550798250;12;0;501;-9786;51;-0,1475456;2,826085;-1,088521;2,36859;1,733031E+07;173,3867;1327103
0,794729;0,1878427;168;0,05095863;-0,07847786;-9,815061;39,6286;50,20142;13;5;18;8;59;43;694720609;0;0;0;0;4294967295;3750004480;10632;18000000;550798250;12;0;492;-9852;51;-0,150449;2,841783;-1,089819;2,37334;1,733031E+07;173,3867;1327103
0,8077237;0,1907761;168;0,04119015;-0,0760355;-9,812751;39,61853;50,20142;13;5;18;8;59;43;954670409;0;0;0;0;4294967295;3750005248;10655;18000000;550798750;12;0;483;-9918;52;-0,153645;2,855747;-1,094102;2,380457;1,733031E+07;173,3867;1327103
0,8047863;0,1881424;168;0,04608154;-0,07114029;-9,817702;39,59839;50,20142;13;5;18;8;59;44;164754144;0;0;0;0;4294967295;3750004992;10667;18000000;550799000;12;0;473;-9985;52;-0,1585855;2,870984;-1,096142;2,38757;1,733031E+07;173,3867;1327103
0,8085467;0,2113794;168;0,02910137;-0,07365131;-9,822711;39,64371;50,20142;13;5;18;8;59;44;744833209;0;0;0;0;4294967295;3750004992;10691;18000000;550799500;12;0;451;-10135;53;-0,1685271;2,903522;-1,100509;2,399413;1,733031E+07;173,3867;1327103
0,8113211;0,1938792;167;0,03882217;-0,08586311;-9,815027;39,63364;50,20142;13;5;18;8;59;45;344706650;0;0;0;0;4294967295;3750004992;10714;18000000;550800000;12;0;428;-10291;53;-0,1809215;2,936909;-1,105445;2,413604;1,733031E+07;173,3867;1327103
0,8396554;0,1852213;167;0,04844856;-0,0711031;-9,81033;39,61853;50,20142;13;5;18;8;59;45;614571049;0;0;0;0;4294967295;3750005248;10726;18000000;550800250;12;0;419;-10349;53;-0,1840061;2,949146;-1,108399;2,420693;1,733031E+07;173,3867;1327103
0,8397002;0,1706071;167;0,05588913;-0,09808159;-9,812176;39,6286;50,20142;13;5;18;8;59;45;844652982;0;0;0;0;4294967295;3750004992;10737;18000000;550800500;12;0;408;-10424;54;-0,1882797;2,966602;-1,111177;2,425416;1,733031E+07;173,3867;1327103
0,8343682;0,170874;167;0,04131317;-0,0785408;-9,824949;39,6286;50,20142;13;5;18;8;59;46;154651715;0;0;0;0;4294967295;3750005248;10749;18000000;550800750;12;0;397;-10493;54;-0,1917918;2,983098;-1,113446;2,4325;1,733031E+07;173,3867;1327103
0,8526863;0,1454464;167;0,03653622;-0,07859325;-9,834793;39,62357;50,20142;13;5;18;8;59;46;364717050;0;0;0;0;4294967295;3750005504;10760;18000000;550801000;12;0;386;-10562;54;-0,1942269;3,000019;-1,116874;2,439579;1,733031E+07;173,3867;1327103
0,862405;0,1382371;167;0,04604721;-0,07846832;-9,810207;39,61349;50,27771;13;5;18;8;59;46;664710116;0;0;0;0;4294967295;3750005248;10784;18000000;550801500;12;0;373;-10643;55;-0,1966598;3,017921;-1,119614;2,446659;1,733031E+07;173,3867;1327103
0,8679858;0,1508669;167;0,07289696;-0,07110214;-9,822352;39,61349;50,20142;13;5;18;8;59;46;954563849;0;0;0;0;4294967295;3750005248;10795;18000000;550801750;12;0;363;-10708;55;-0,198832;3,032946;-1,122301;2,451378;1,733031E+07;173,3867;1327103
0,8529058;0,1077202;166;0,06072807;-0,07112885;-9,822465;39,61349;50,20142;13;5;18;8;59;47;204660117;0;0;0;0;4294967295;3750005248;10807;18000000;550802000;12;0;349;-10789;55;-0,2023169;3,052244;-1,124038;2,458452;1,733031E+07;173,3867;1327103
0,8546036;0,1099195;166;0,0557909;-0,08579445;-9,807521;39,63867;50,20142;13;5;18;8;59;47;704731249;0;0;0;0;4294967295;3750005248;10830;18000000;550802500;12;0;327;-10926;56;-0,203866;3,083963;-1,127507;2,470243;1,733031E+07;173,3867;1327103
0,8541306;0,1099335;166;0,04616737;-0,090765;-9,817312;39,63867;50,27771;13;5;18;8;59;48;54721283;0;0;0;0;4294967295;3750005504;10841;18000000;550802750;12;0;312;-11009;56;-0,2036626;3,103203;-1,130115;2,477316;1,733031E+07;173,3867;1327103
0,8326222;0,1103421;166;0,04617786;-0,08832264;-9,81981;39,63867;50,27771;13;5;18;8;59;48;244697659;0;0;0;0;4294967295;3750005504;10853;18000000;550803000;12;0;301;-11076;56;-0,2045372;3,118243;-1,131537;2,482031;1,733031E+07;173,3867;1327103
0,8509817;0,1268344;166;0,04132366;-0,08099365;-9,8249;39,6286;50,20142;13;5;18;8;59;48;534703591;0;0;0;0;4294967295;3750005504;10865;18000000;550803250;12;0;284;-11171;57;-0,2065409;3,138712;-1,135402;2,491465;1,733031E+07;173,3867;1327103
0,8667141;0,1165018;165;0,04376793;-0,08344078;-9,824828;39,6286;50,20142;13;5;18;8;59;48;844647658;0;0;0;0;4294967295;3750005504;10876;18000000;550803500;12;0;271;-11244;57;-0,2109565;3,155509;-1,13952;2,496184;1,733031E+07;173,3867;1327103
0,8384448;0,1089942;165;0,04365826;-0,07359791;-9,817676;39,62357;50,20142;13;5;18;8;59;49;184720192;0;0;0;0;4294967295;3750005504;10899;18000000;550804000;12;0;254;-11339;57;-0,2138086;3,177828;-1,141214;2,505622;1,733031E+07;173,3867;1327103
0,8948555;0,1400535;165;0,05817127;-0,07842064;-9,805195;39,64371;50,27771;13;5;18;8;59;50;14566924;0;0;0;0;4294967295;3750005504;10933;18000000;550804750;12;0;212;-11562;58;-0,2164175;3,230582;-1,150617;2,524522;1,733031E+07;173,3867;1327103
0,9006996;0,1490843;165;0,03643513;-0,07609749;-9,825043;39,63364;50,27771;13;5;18;8;59;50;324659192;0;0;0;0;4294967295;3750005760;10945;18000000;550805000;12;0;192;-11666;59;-0,2213973;3,257741;-1,154072;2,53162;1,733031E+07;173,3867;1327103
0,8995214;0,1754157;164;0,0460577;-0,07602501;-9,812706;39,61349;50,27771;13;5;18;8;59;51;174617858;0;0;0;0;4294967295;3750006016;10979;18000000;550805750;12;0;146;-11899;60;-0,2356981;3,317953;-1,159692;2,551064;1,733031E+07;173,3867;1327103
0,8910386;0,1941847;164;0,04134274;-0,1005878;-9,817162;39,63364;50,27771;13;5;18;8;59;51;474561391;0;0;0;0;4294967295;3750006016;11002;18000000;550806250;12;0;128;-11988;60;-0,2411493;3,339063;-1,162383;2,558377;1,733031E+07;173,3867;1327103
0,889187;0,2028469;164;0,04360008;-0,08581066;-9,805183;39,64874;50,27771;13;5;18;8;59;51;664738258;0;0;0;0;4294967295;3750006016;11013;18000000;550806500;12;0;114;-12059;60;-0,2463986;3,355462;-1,165394;2,565693;1,733031E+07;173,3867;1327103
0,9014145;0,1928335;164;0,03641224;-0,08098412;-9,820045;39,66888;50,27771;13;5;18;8;59;51;954634991;0;0;0;0;4294967295;3750006016;11024;18000000;550806750;12;0;100;-12131;60;-0,251789;3,372885;-1,168323;2,570572;1,733031E+07;173,3867;1327103
0,8827807;0,2147434;164;0,0509901;-0,08583641;-9,814914;39,64874;50,27771;13;5;18;8;59;52;224730326;0;0;0;0;4294967295;3750006016;11036;18000000;550807000;12;0;80;-12227;61;-0,259791;3,395376;-1,171047;2,577893;1,733031E+07;173,3867;1327103
0,864381;0,1909379;163;0,06272984;-0,04888916;-9,786139;39,64371;50,27771;13;5;18;8;59;52;454735657;0;0;0;0;4294967295;3750006016;11047;18000000;550807250;12;0;63;-12312;61;-0,2665123;3,41545;-1,172088;2,585218;1,733031E+07;173,3867;1327103
0,8418846;0,1785963;163;0,04608154;-0,07114029;-9,817702;39,63364;50,27771;13;5;18;8;59;52;704716124;0;0;0;0;4294967295;3750006016;11058;18000000;550807500;12;0;50;-12373;61;-0,2717022;3,428766;-1,172426;2,590098;1,733031E+07;173,3867;1327103
0,8864917;0,194366;163;0,04843903;-0,05885887;-9,815474;39,65378;50,20142;13;5;18;8;59;53;304767725;0;0;0;0;4294967295;3750006016;11081;18000000;550808000;12;0;12;-12556;62;-0,2806339;3,466561;-1,180233;2,604754;1,733031E+07;173,3867;1327103
0,9605573;0,1838542;163;0,05341721;-0,06379509;-9,825129;39,63867;50,27771;13;5;18;8;59;53;844916461;0;0;0;0;4294967295;3750006272;11104;18000000;550808500;12;0;-22;-12723;63;-0,2916619;3,504474;-1,189511;2,616972;1,733031E+07;173,3867;1327103
0,9396289;0,1595807;163;0,04131317;-0,0785408;-9,824949;39,6286;50,27771;13;5;18;8;59;54;194613591;0;0;0;0;4294967295;3750006272;11115;18000000;550809000;12;0;-42;-12817;63;-0,2991374;3,52937;-1,190908;2,624305;1,733031E+07;173,3867;1327103
0,916605;0,1721217;162;0,04372501;-0,07362843;-9,825024;39,64874;50,27771;13;5;18;8;59;54;414718191;0;0;0;0;4294967295;3750006272;11137;18000000;550809250;12;0;-63;-12917;63;-0,3049006;3,553858;-1,193186;2,634085;1,733031E+07;173,3867;1327103
0,9419162;0,1905819;162;0,04832268;-0,08328533;-9,79049;39,63364;50,27771;13;5;18;8;59;54;744661391;0;0;0;0;4294967295;3750006528;11148;18000000;550809500;12;0;-83;-13006;64;-0,3111369;3,574854;-1,195836;2,638977;1,733031E+07;173,3867;1327103
0,9456764;0,2079264;162;0,04152584;-0,08108711;-9,846947;39,64874;50,27771;13;5;18;8;59;55;34638791;0;0;0;0;4294967295;3750006272;11160;18000000;550809750;12;0;-99;-13082;64;-0,317919;3,593939;-1,198949;2,646314;1,733031E+07;173,3867;1327103
0,9624936;0,2186327;162;0,03380203;-0,07111454;-9,805567;39,65881;50,27771;13;5;18;8;59;55;284809726;0;0;0;0;4294967295;3750006528;11171;18000000;550810000;12;0;-120;-13178;64;-0,326944;3,617414;-1,202924;2,653653;1,733031E+07;173,3867;1327103
0,9495692;0,2436776;162;0,0364027;-0,0736351;-9,822642;39,63364;50,27771;13;5;18;8;59;55;594628058;0;0;0;0;4294967295;3750006528;11182;18000000;550810250;12;0;-138;-13261;64;-0,334921;3,638738;-1,205114;2,658545;1,733031E+07;173,3867;1327103
0,9519435;0,2191445;162;0,05100441;-0,07360268;-9,822507;39,6286;50,27771;13;5;18;8;59;55;804707725;0;0;0;0;4294967295;3750006528;11193;18000000;550810500;12;0;-157;-13345;65;-0,3448578;3,659439;-1,20756;2,665882;1,733031E+07;173,3867;1327103
0,9503495;0,2538954;161;0,07035637;-0,09798717;-9,797341;39,65378;50,27771;13;5;18;8;59;56;324723592;0;0;0;0;4294967295;3750006272;11216;18000000;550811000;12;0;-195;-13515;65;-0,360512;3,701275;-1,212406;2,678111;1,733031E+07;173,3867;1327103
0,9345737;0,254601;161;0,0364027;-0,0736351;-9,822642;39,67896;50,27771;13;5;18;8;59;56;574668324;0;0;0;0;4294967295;3750006784;11227;18000000;550811500;12;0;-217;-13614;66;-0,3713764;3,725472;-1,214126;2,685445;1,733031E+07;173,3867;1327103
0,9090474;0,2558839;161;0,04866886;-0,08589363;-9,827185;39,67392;50,27771;13;5;18;8;59;56;974622591;0;0;0;0;4294967295;3750006784;11249;18000000;550811750;12;0;-239;-13713;66;-0,3828094;3,748063;-1,215223;2,692777;1,733031E+07;173,3867;1327103
0,934832;0,263077;161;0,0412674;-0,08341599;-9,817503;39,65881;50,27771;13;5;18;8;59;57;224765259;0;0;0;0;4294967295;3750006784;11260;18000000;550812000;12;0;-261;-13813;66;-0,3934492;3,769988;-1,219957;2,700107;1,733031E+07;173,3867;1327103
0,9314773;0,2318548;161;0,04848099;-0,07356644;-9,812732;39,66385;50,27771;13;5;18;8;59;57;514575858;0;0;0;0;4294967295;3750006784;11271;18000000;550812250;12;0;-279;-13893;67;-0,4019503;3,789211;-1,222123;2,707435;1,733031E+07;173,3867;1327103
0,9361198;0,2339725;161;0,05583763;-0,07602406;-9,817514;39,67392;50,27771;13;5;18;8;59;57;764748392;0;0;0;0;4294967295;3750006784;11282;18000000;550812500;12;0;-302;-13994;67;-0,4090119;3,811166;-1,225824;2,714759;1,733031E+07;173,3867;1327103
0,9305862;0,2541461;160;0,05107784;-0,09566975;-9,819617;39,66385;50,27771;13;5;18;8;59;58;304812926;0;0;0;0;4294967295;3750007040;11304;18000000;550813000;12;0;-343;-14178;68;-0,4276792;3,852005;-1,23172;2,726959;1,733031E+07;173,3867;1327103
0,9244081;0,2712942;160;0,04611588;-0,06870842;-9,82265;39,67392;50,27771;13;5;18;8;59;58;474781058;0;0;0;0;4294967295;3750007040;11315;18000000;550813250;12;0;-361;-14253;68;-0,4346188;3,868793;-1,234116;2,731838;1,733031E+07;173,3867;1327103
0,9386826;0,2613158;160;0,05597115;-0,08098221;-9,829664;39,65378;50,20142;13;5;18;8;59;59;194566058;0;0;0;0;4294967295;3750007040;11337;18000000;550814000;12;0;-409;-14467;69;-0,4582441;3,914096;-1,243467;2,746467;1,733031E+07;173,3867;1327103
0,9411484;0,259398;160;0,03891182;-0,08590412;-9,824825;39,65881;50,27771;13;5;18;8;59;59;744806925;0;0;0;0;4294967295;3750007296;11370;18000000;550814500;12;0;-457;-14676;69;-0,4842714;3,96139;-1,253671;2,761083;1,733031E+07;173,3867;1327103
0,9252338;0,2437631;159;0,03635693;-0,07851028;-9,815196;39,65378;50,27771;13;5;18;9;0;0;134603591;0;0;0;0;4294967295;3750007040;11381;18000000;550815000;12;0;-485;-14796;70;-0,4971018;3,987543;-1,256889;2,770817;1,733031E+07;173,3867;1327103
0,8976679;0,2460875;159;0,04360294;-0,07112408;-9,812825;39,64874;50,27771;13;5;18;9;0;0;364768592;0;0;0;0;4294967295;3750007296;11392;18000000;550815250;12;0;-508;-14895;70;-0,50725;4,008451;-1,258065;2,778112;1,733031E+07;173,3867;1327103
0,8979416;0,2697824;159;0,0436697;-0,07115555;-9,820173;39,68399;50,27771;13;5;18;9;0;0;954640058;0;0;0;0;4294967295;3750007552;11425;18000000;550815750;12;0;-552;-15088;71;-0,5301869;4,045576;-1,265242;2,790269;1,733031E+07;173,3867;1327103
0,8983629;0,2766732;159;0,04369926;-0,08830643;-9,814933;39,65378;50,27771;13;5;18;9;0;1;184804392;0;0;0;0;4294967295;3750007552;11436;18000000;550816000;12;0;-576;-15189;71;-0,5410164;4,066184;-1,268822;2,797555;1,733031E+07;173,3867;1327103
0,8956609;0,244094;159;0,04859257;-0,07851505;-9,822433;39,61853;50,27771;13;5;18;9;0;1;534619858;0;0;0;0;4294967295;3750007552;11447;18000000;550816250;12;0;-601;-15298;71;-0,5545682;4,086739;-1,272129;2,804833;1,733031E+07;173,3867;1327103
0,9049497;0,2258102;158;0,0438118;-0,08835793;-9,827181;39,62357;50,27771;13;5;18;9;0;1;744769858;0;0;0;0;4294967295;3750007552;11458;18000000;550816500;12;0;-623;-15392;72;-0,5650147;4,104404;-1,276504;2,809685;1,733031E+07;173,3867;1327103
0,8841262;0,2482687;158;0,04619122;-0,08098316;-9,824855;39,66385;50,27771;13;5;18;9;0;2;304730792;0;0;0;0;4294967295;3750007808;11480;18000000;550817000;12;0;-671;-15597;72;-0,5847374;4,144032;-1,283531;2,82423;1,733031E+07;173,3867;1327103
0,8741686;0,2530873;158;0,04378033;-0,08099842;-9,827327;39,65881;50,27771;13;5;18;9;0;2;514761258;0;0;0;0;4294967295;3750007552;11491;18000000;550817500;12;0;-694;-15693;73;-0,5934336;4,161074;-1,28591;2,831492;1,733031E+07;173,3867;1327103
0,8569025;0,2607439;158;0,05342388;-0,09072781;-9,812345;39,65378;50,27771;13;5;18;9;0;2;844813924;0;0;0;0;4294967295;3750007552;11502;18000000;550817500;12;0;-719;-15796;73;-0,6070955;4,178427;-1,289221;2,836333;1,733031E+07;173,3867;1327103
0,8737077;0,2738;158;0,04129314;-0,06873894;-9,827594;39,65881;50,27771;13;5;18;9;0;3;114623058;0;0;0;0;4294967295;3750008064;11513;18000000;550817750;12;0;-738;-15878;73;-0,6186166;4,191912;-1,292905;2,84359;1,733031E+07;173,3867;1327103
0,8865392;0,2737176;158;0,04612446;-0,07605648;-9,820054;39,64874;50,27771;13;5;18;9;0;3;304717259;0;0;0;0;4294967295;3750007808;11523;18000000;550818000;12;0;-759;-15968;74;-0,628765;4,206866;-1,297086;2,848426;1,733031E+07;173,3867;1327103
0,8813425;0,2824678;157;0,04855633;-0,08584213;-9,814937;39,64371;50,27771;13;5;18;9;0;3;663172062;0;0;0;0;4294967295;3750007808;11545;18000000;550818498;12;0;-792;-16102;74;-0,6459033;4,22985;-1,301256;2,85809;1,733031E+07;173,3867;1327103
0,8679259;0,302732;157;0,0437355;-0,07608128;-9,824975;39,65378;50,27771;13;5;18;9;0;3;975089261;0;0;0;0;4294967295;3750007808;11556;18000000;550818750;12;0;-815;-16200;74;-0,657436;4,247062;-1,303819;2,862916;1,733031E+07;173,3867;1327103
0,8799637;0,3044572;157;0,03161049;-0,08592033;-9,824893;39,64874;50,27771;13;5;18;9;0;4;225234528;0;0;0;0;4294967295;3750008064;11567;18000000;550819000;12;0;-842;-16314;75;-0,6721003;4,266368;-1,309466;2,870151;1,733031E+07;173,3867;1327103
0,8599805;0,314767;157;0,04859066;-0,08341026;-9,819884;39,6286;50,27771;13;5;18;9;0;4;435131862;0;0;0;0;4294967295;3750008320;11578;18000000;550819250;12;0;-866;-16413;75;-0,6859515;4,283087;-1,312032;2,87738;1,733031E+07;173,3867;1327103
0,8452998;0,3251247;157;0,03885555;-0,08832741;-9,817429;39,67896;50,27771;13;5;18;9;0;4;745193128;0;0;0;0;4294967295;3750008320;11588;18000000;550819500;12;0;-890;-16512;75;-0,7006832;4,299143;-1,314622;2,882197;1,733031E+07;173,3867;1327103
0,8274359;0,3359156;157;0,05587006;-0,08338356;-9,817368;39,67896;50,27771;13;5;18;9;0;5;34987995;0;0;0;0;4294967295;3750008064;11599;18000000;550819750;12;0;-912;-16604;76;-0,7138194;4,313092;-1,31654;2,889417;1,733031E+07;173,3867;1327103
0,8108402;0,3530297;156;0,05092525;-0,08090973;-9,810112;39,65881;50,27771;13;5;18;9;0;5;225166328;0;0;0;0;4294967295;3750008064;11610;18000000;550820000;12;0;-934;-16696;76;-0,7289486;4,326716;-1,319625;2,89423;1,733031E+07;173,3867;1327103
0,8410912;0,3492557;156;0,04601574;-0,06621265;-9,812901;39,67896;50,27771;13;5;18;9;0;5;535063262;0;0;0;0;4294967295;3750008320;11621;18000000;550820250;12;0;-958;-16796;76;-0,7441358;4,340152;-1,325234;2,90144;1,733031E+07;173,3867;1327103
0,8277683;0,3377063;156;0,03877926;-0,08094692;-9,812675;39,65881;50,27771;13;5;18;9;0;5;765218328;0;0;0;0;4294967295;3750008576;11632;18000000;550820500;12;0;-984;-16905;77;-0,7615582;4,355316;-1,32776;2,908646;1,733031E+07;173,3867;1327103
0,8120085;0,351908;156;0,05587101;-0,07848835;-9,819915;39,67392;50,27771;13;5;18;9;0;6;155033261;0;0;0;0;4294967295;3750008576;11642;18000000;550821000;12;0;-1015;-17037;77;-0,7821546;4,373386;-1,330566;2,915846;1,733031E+07;173,3867;1327103
0,7879516;0,3155703;155;0,03649044;-0,08346748;-9,827346;39,66888;50,27771;13;5;18;9;0;7;245206528;0;0;0;0;4294967295;3750008576;11696;18000000;550822000;12;0;-1122;-17485;79;-0,847212;4,427169;-1,343647;2,942186;1,733031E+07;173,3867;1327103
0,7809305;0,340882;155;0,03897095;-0,07369137;-9,837317;39,66888;50,27771;13;5;18;9;0;7;595033529;0;0;0;0;4294967295;3750008832;11706;18000000;550822250;12;0;-1150;-17604;79;-0,8637394;4,440798;-1,346943;2,949358;1,733031E+07;173,3867;1327103
0,7670953;0,3497504;155;0,04123497;-0,07605648;-9,81765;39,64874;50,27771;13;5;18;9;0;7;705196528;0;0;0;0;4294967295;3750008832;11717;18000000;550822500;12;0;-1165;-17668;79;-0,872799;4,44818;-1,348132;2,954136;1,733031E+07;173,3867;1327103
0,7627349;0,34753;155;0,0412674;-0,08341599;-9,817503;39,67896;50,27771;13;5;18;9;0;8;115003395;0;0;0;0;4294967295;3750008576;11728;18000000;550823000;12;0;-1199;-17811;80;-0,8960789;4,462838;-1,353249;2,963684;1,733031E+07;173,3867;1327103
0,778199;0,3371868;155;0,04378891;-0,08834743;-9,824731;39,68399;50,27771;13;5;18;9;0;8;305159861;0;0;0;0;4294967295;3750008576;11738;18000000;550823000;12;0;-1222;-17907;80;-0,9091018;4,473273;-1,358202;2,968456;1,733031E+07;173,3867;1327103
0,7610834;0,3526444;154;0,0509901;-0,09073257;-9,812367;39,66385;50,27771;13;5;18;9;0;8;555074662;0;0;0;0;4294967295;3750008832;11749;18000000;550823500;12;0;-1250;-18028;80;-0,9289674;4,486446;-1,361092;2,975606;1,733031E+07;173,3867;1327103
0,7641457;0,3713148;154;0,05340481;-0,07113457;-9,820083;39,67392;50,27771;13;5;18;9;0;8;935035329;0;0;0;0;4294967295;3750009088;11770;18000000;550823750;12;0;-1277;-18141;81;-0,9413738;4,498756;-1,364697;2,982752;1,733031E+07;173,3867;1327103
0,7472748;0,3543652;154;0,04381275;-0,08346176;-9,829728;39,66888;50,27771;13;5;18;9;0;9;514290766;0;0;0;0;4294967295;3750009088;11792;18000000;550824250;12;0;-1332;-18376;81;-0,9773981;4,52418;-1,37152;2,997024;1,733031E+07;173,3867;1327103
0,7209694;0,3467398;154;0,05353642;-0,08588314;-9,827139;39,65881;50,27771;13;5;18;9;0;9;724454899;0;0;0;0;4294967295;3750009088;11802;18000000;550824500;12;0;-1357;-18481;82;-0,9943101;4,534222;-1,372688;3,001777;1,733031E+07;173,3867;1327103
0,7221608;0,3454828;154;0,03637981;-0,07852077;-9,817646;39,65378;50,27771;13;5;18;9;0;10;34037699;0;0;0;0;4294967295;3750009088;11813;18000000;550824749;12;0;-1382;-18588;82;-1,01241;4,543573;-1,376093;3,008903;1,733031E+07;173,3867;1327103
0,7285916;0,3590824;153;0,05362511;-0,09082127;-9,834391;39,67392;50,27771;13;5;18;9;0;10;474216593;0;0;0;0;4294967295;3750008832;11834;18000000;550825249;12;0;-1434;-18809;83;-1,045476;4,562682;-1,3831;3,020768;1,733031E+07;173,3867;1327103
0,7672609;0,354369;153;0,04364777;-0,07114506;-9,817724;39,66385;50,27771;13;5;18;9;0;10;781573692;0;0;0;0;4294967295;3750009344;11844;18000000;550825497;12;0;-1458;-18916;83;-1,062322;4,570996;-1,39;3,02788;1,733031E+07;173,3867;1327103
0,7273127;0,360721;153;0,0390234;-0,09085274;-9,834527;39,68903;50,27771;13;5;18;9;0;11;112361426;0;0;0;0;4294967295;3750009344;11855;18000000;550825748;12;0;-1485;-19032;84;-1,079221;4,582941;-1,390455;3,034991;1,733031E+07;173,3867;1327103
0,7054574;0,3603265;153;0,05819225;-0,08332634;-9,805097;39,68399;50,27771;13;5;18;9;0;11;304220292;0;0;0;0;4294967295;3750009344;11866;18000000;550825999;12;0;-1508;-19131;84;-1,09493;4,591421;-1,391402;3,039726;1,733031E+07;173,3867;1327103
0,7155957;0,358771;153;0,04362679;-0,0662384;-9,817822;39,68399;50,27771;13;5;18;9;0;11;664352220;0;0;0;0;4294967295;3750009344;11887;18000000;550826499;12;0;-1543;-19281;84;-1,116331;4,601765;-1,396649;3,049193;1,733031E+07;173,3867;1327103
0,7208712;0,3500358;153;0,04375744;-0,08098793;-9,824877;39,70413;50,27771;13;5;18;9;0;11;974173820;0;0;0;0;4294967295;3750009344;11897;18000000;550826749;12;0;-1568;-19389;85;-1,13327;4,609728;-1,400714;3,053924;1,733031E+07;173,3867;1327103
0,7044538;0,3512558;152;0,03642464;-0,07854176;-9,822545;39,67392;50,27771;13;5;18;9;0;13;135222487;0;0;0;0;4294967295;3750009856;11939;18000000;550828000;12;0;-1680;-19876;86;-1,20543;4,647991;-1,414982;3,082283;1,733031E+07;173,3867;1327103
0,7583709;0,373651;152;0,05083561;-0,0759716;-9,802861;39,66888;50,27771;13;5;18;9;0;13;685550689;0;0;0;0;4294967295;3750009856;11971;18000000;550828501;12;0;-1738;-20130;87;-1,243003;4,66743;-1,42778;3,096451;1,733031E+07;173,3867;1327103
0,7459022;0,3742335;152;0,03892612;-0,07367039;-9,832418;39,68903;50,27771;13;5;18;9;0;14;14139292;0;0;0;0;4294967295;3750010112;11981;18000000;550828749;12;0;-1765;-20249;87;-1,262023;4,678338;-1,430401;3,10353;1,733031E+07;173,3867;1327103
0,7446345;0,362165;151;0,02923393;-0,08350468;-9,832314;39,67392;50,27771;13;5;18;9;0;14;244495821;0;0;0;0;4294967295;3750010112;11992;18000000;550829000;12;0;-1792;-20369;88;-1,279684;4,687788;-1,433446;3,108248;1,733031E+07;173,3867;1327103
0,7291485;0,3577283;151;0,04850483;-0,06868172;-9,817728;39,67392;50,27771;13;5;18;9;0;14;454451153;0;0;0;0;4294967295;3750010112;12002;18000000;550829250;12;0;-1818;-20480;88;-1,296155;4,697095;-1,436005;3,115322;1,733031E+07;173,3867;1327103
0,7351379;0,3518065;151;0,04135799;-0,07856178;-9,829849;39,66888;50,27771;13;5;18;9;0;14;804573487;0;0;0;0;4294967295;3750010112;12012;18000000;550829500;12;0;-1847;-20609;89;-1,317273;4,706161;-1,439935;3,122394;1,733031E+07;173,3867;1327103
0,6772041;0,3344761;163;0,04610157;-0,08094215;-9,815057;39,66888;50,27771;13;5;18;9;0;15;974464553;0;0;0;0;4294967295;3750010368;12064;18000000;550830750;12;0;-1916;-21097;90;-1,385001;4,73463;-1,451051;2,360392;1,733031E+07;173,3867;1327103
0,6631092;0,31883;162;0,03889084;-0,08099842;-9,824923;39,67896;50,27771;13;5;18;9;0;16;184534755;0;0;0;0;4294967295;3750010624;12075;18000000;550831000;12;0;-1918;-21213;91;-1,402372;4,740005;-1,453073;2,335178;1,733031E+07;173,3867;1327103
0,7026018;0,3316483;162;0,04127884;-0,08097363;-9,820001;39,68399;50,27771;13;5;18;9;0;16;744593020;0;0;0;0;4294967295;3750010624;12095;18000000;550831500;12;0;-1921;-21463;91;-1,431774;4,751939;-1,46262;2,295867;1,733031E+07;173,3867;1327103
0,6961854;0,3343801;162;0,04854774;-0,07849407;-9,817533;39,68399;50,27771;13;5;18;9;0;17;94382620;0;0;0;0;4294967295;3750010368;12106;18000000;550831750;12;0;-1922;-21598;92;-1,44759;4,760705;-1,466075;2,273667;1,733031E+07;173,3867;1327103
0,6907247;0,3435753;162;0,03877926;-0,07605076;-9,815223;39,68399;50,27771;13;5;18;9;0;17;304549021;0;0;0;0;4294967295;3750010624;12116;18000000;550832000;12;0;-1924;-21714;92;-1,462895;4,768489;-1,469127;2,252531;1,733031E+07;173,3867;1327103
