37;35;36;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
37;35;41;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
37;35;37;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
35;33;37;37;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
37;35;37;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
33;35;36;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
36;34;36;35;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;13
36;36;38;34;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;13
36;34;41;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
38;35;39;34;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;12
35;37;36;35;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;13
37;36;37;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
41;36;36;36;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;12
37;36;36;34;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;12
38;35;38;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
36;34;37;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
36;34;38;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
38;34;37;32;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;12
38;36;39;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
36;36;38;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
38;39;41;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
36;36;36;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
38;39;38;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
43;35;37;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
37;37;37;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
39;35;36;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
38;36;39;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
37;34;38;35;-1;5;4;1;-1;1;-5;-2;-3;1;4;1;-4;-6;-1;13
36;36;35;34;0;6;4;2;-1;2;-4;-2;-3;1;4;2;-3;-6;-1;13
37;38;37;35;0;6;4;2;-1;2;-4;-2;-2;1;4;2;-3;-6;-1;13
36;38;39;34;0;5;4;1;-1;1;-4;-2;-3;1;4;2;-3;-6;-1;13
37;35;37;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
38;36;37;33;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
38;36;36;33;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;12
37;35;38;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
35;35;36;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;12
36;34;39;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
39;36;38;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
38;38;37;35;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-2;13
36;35;39;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-2;13
38;37;37;33;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
36;36;37;36;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
41;37;38;35;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-2;13
37;37;39;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
37;38;37;34;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;13
37;37;38;35;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;13
37;37;37;34;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;13
38;36;36;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
37;33;35;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;12
36;36;37;33;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;13
38;34;37;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
38;38;36;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
37;37;35;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
37;37;37;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
38;38;38;36;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
35;39;36;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-212;10;-116;-177
38;34;37;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
39;34;37;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-2;13
39;35;37;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
36;35;38;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;13
36;38;37;35;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;12
37;37;37;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
37;38;37;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;12
38;35;37;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;12
36;35;37;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;12
38;37;37;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-2;13
38;37;41;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
36;37;39;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
36;33;36;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
36;36;36;36;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-1;13
37;34;37;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
38;33;37;33;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
37;36;37;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
37;36;38;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;12
37;36;37;37;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
36;34;37;34;-1;5;3;1;-1;0;-5;-2;-3;1;4;1;-4;-6;-1;13
36;36;38;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
37;35;35;34;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
36;35;37;34;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-1;13
37;36;36;35;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;12
37;38;36;36;-1;5;3;1;-1;0;-5;-2;-3;1;3;1;-4;-6;-1;13
38;35;36;34;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-2;13
35;38;36;35;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-1;13
37;38;39;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-2;13
36;35;38;34;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-2;12
37;35;37;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-2;12
37;35;37;34;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;12
37;34;36;35;-1;5;3;1;-1;1;-5;-2;-3;1;3;1;-4;-6;-1;12
37;37;37;33;-1;5;3;1;-1;0;-5;-3;-3;1;3;1;-4;-6;-1;12
35;35;37;35;-1;5;3;1;-1;1;-5;-3;-3;1;3;1;-4;-6;-1;12
