1,06639;1,033584;-44
1,07393;1,036723;-44
1,068748;1,037983;-44
1,066682;1,044267;-44
1,066682;1,044267;-44
1,072646;1,026779;-44
1,074192;1,034543;-44
1,069466;1,037467;-44
1,063511;1,03592;-44
1,053074;1,027916;-44
1,052726;1,021686;-44
1,049672;1,021362;-44
1,0369;1,037651;-44
1,038926;1,038598;-44
1,039611;1,033267;-44
1,030447;1,035426;-44
1,022199;1,036822;-44
1,036683;1,033925;-44
1,035588;1,022107;-44
1,030049;1,024516;-44
1,026434;1,020081;-44
1,027844;1,03135;-44
1,027844;1,03135;-44
1,00794;1,000835;-44
0,9936188;1,001413;-44
0,9830222;1,007038;-44
0,9722083;1,00985;-44
0,9654561;1,018416;-44
0,9595329;1,02075;-44
0,9610485;1,021908;-44
0,9573311;1,013443;-44
0,954179;1,025955;-44
0,9499537;1,018245;-44
0,9586738;1,025971;-44
0,9550229;1,026995;-44
0,9613039;1,032218;-44
0,942717;1,055137;-44
0,9534171;1,044632;-44
0,9534171;1,044632;-44
0,9660869;1,038473;-44
0,9661358;1,054543;-44
0,9573297;1,052981;-44
0,9321614;1,061737;-44
0,9399484;1,054026;-44
0,934895;1,054896;-44
0,9413956;1,047654;-44
0,934851;1,049114;-44
0,9490798;1,066694;-44
0,9594336;1,057807;-44
0,9762319;1,054543;-44
0,9834654;1,055183;-44
0,9786374;1,051092;-44
1,002887;1,053788;-44
1,000691;1,070677;-44
0,994027;1,076982;-44
1,000559;1,073983;-44
1,005162;1,072149;-44
1,006926;1,064657;-44
1,014103;1,064193;-44
1,019738;1,077166;-44
1,019738;1,077166;-44
1,044533;1,098287;-44
1,060802;1,080479;-44
1,060802;1,080479;-44
1,071746;1,091412;-44
1,068691;1,091716;-44
1,063347;1,086086;-44
1,038382;1,098183;-44
1,038468;1,101914;-44
1,033413;1,089042;-44
1,051777;1,083479;-44
1,081818;1,078476;-44
1,082138;1,065653;-44
1,083122;1,069304;-44
1,08775;1,071629;-44
1,094599;1,085338;-44
1,097797;1,08617;-44
1,10729;1,088529;-44
1,098133;1,076245;-44
1,096816;1,08243;-44
1,103006;1,080892;-44
1,113141;1,088887;-44
1,108725;1,100004;-44
1,099528;1,098698;-44
1,120907;1,105558;-44
1,130799;1,088893;-44
1,131829;1,081565;-44
1,134981;1,079618;-44
1,136783;1,073767;-44
1,131018;1,062677;-44
1,148158;1,064736;-44
1,155543;1,073355;-44
1,170359;1,055367;-44
1,162667;1,058302;-44
1,159927;1,051695;-44
1,157058;1,078907;-44
1,151465;1,085342;-44
1,147086;1,083564;-44
1,140572;1,061968;-44
1,142507;1,051883;-44
1,131202;1,049175;-44
1,131202;1,049175;-44
1,1278;1,050429;-44
1,129744;1,049233;-44
1,118653;1,045004;-44
1,118968;1,041398;-44
1,113609;1,050454;-44
1,116976;1,059539;-44
1,111608;1,06481;-44
1,115947;1,06142;-44
1,114348;1,053876;-44
1,107721;1,0532;-44
1,107721;1,0532;-44
1,091622;1,056997;-44
1,094527;1,067287;-44
1,100025;1,065556;-44
1,10438;1,075706;-44
1,109252;1,086378;-44
1,111672;1,080461;-44
1,136976;1,075434;-44
1,13984;1,076554;-44
1,13291;1,081943;-44
1,13;1,076089;-44
1,108726;1,076735;-44
1,108726;1,076735;-44
1,118335;1,090756;-44
1,123181;1,085119;-44
1,120341;1,095054;-44
1,121147;1,088614;-44
1,12182;1,097466;-44
1,103631;1,098358;-44
1,082014;1,092978;-44
1,071744;1,082255;-44
1,047306;1,077608;-44
1,042338;1,072468;-44
1,027154;1,085724;-44
1,026566;1,081579;-44
