53856;29261;35;36;372;372;1001;1005;1182;1188;999;1184;1182;999;1185;1182;1004;1005
53850;29261;34;32;372;372;1001;1006;1184;1189;999;1185;1183;999;1186;1183;1006;1005
53851;29260;33;32;372;372;1001;1006;1184;1189;999;1185;1183;999;1186;1183;1006;1005
53852;29256;35;33;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53852;29256;36;33;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53855;29257;35;33;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53855;29258;34;33;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53855;29262;35;32;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53855;29262;35;32;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53851;29259;34;34;372;372;1001;1005;1184;1189;1000;1185;1183;999;1186;1183;1005;1005
53851;29256;34;32;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1005;1005
53849;29257;34;32;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1004;1004
53854;29261;32;36;372;372;1001;1004;1181;1186;1000;1182;1181;999;1183;1180;1004;1004
53856;29258;34;33;372;372;1001;1004;1184;1189;1000;1184;1183;999;1186;1182;1004;1004
53855;29253;33;34;372;372;1001;1004;1183;1188;1000;1184;1182;999;1185;1182;1004;1004
53859;29261;34;35;372;372;1001;1005;1181;1187;1000;1182;1180;999;1183;1180;1004;1004
53858;29257;33;33;372;372;1001;1004;1181;1186;1000;1182;1180;999;1183;1180;1003;1004
53859;29256;33;35;372;372;1001;1004;1181;1187;1000;1182;1180;999;1183;1181;1004;1004
53861;29258;33;37;372;372;1001;1005;1184;1189;1000;1185;1183;999;1186;1183;1005;1005
53858;29256;34;34;372;372;1001;1006;1184;1189;1000;1185;1183;999;1186;1183;1006;1005
53852;29254;33;34;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1005;1005
53853;29252;33;33;372;372;1001;1004;1182;1188;1000;1183;1182;999;1184;1181;1003;1004
53854;29260;31;33;372;372;1001;1003;1181;1186;1000;1182;1180;999;1183;1180;1003;1003
53856;29258;31;34;372;372;1001;1004;1182;1188;1000;1183;1182;999;1185;1181;1004;1004
53859;29259;32;35;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1004;1005
53857;29257;34;34;372;372;1001;1005;1182;1188;1000;1183;1182;999;1185;1182;1004;1004
53858;29257;33;32;372;372;1001;1004;1182;1188;1000;1184;1182;999;1185;1182;1004;1004
53853;29261;34;32;372;372;1001;1004;1183;1188;1000;1184;1182;999;1185;1182;1004;1004
53855;29261;33;33;372;372;1001;1004;1182;1188;1000;1183;1182;999;1184;1181;1004;1004
53857;29255;34;33;372;372;1001;1004;1183;1188;1000;1184;1182;999;1185;1182;1004;1004
53857;29258;34;34;372;372;1001;1005;1183;1189;1000;1184;1182;999;1186;1182;1004;1005
53857;29257;33;34;372;372;1001;1004;1183;1189;1000;1185;1183;999;1186;1183;1004;1005
53857;29257;33;34;372;372;1001;1005;1183;1188;1000;1184;1182;999;1185;1182;1005;1005
53857;29256;33;33;372;372;1001;1005;1183;1188;1000;1184;1182;999;1185;1182;1005;1005
53852;29258;34;32;372;372;1001;1005;1183;1188;1000;1184;1182;999;1185;1182;1005;1005
53853;29252;33;35;372;372;1001;1006;1181;1186;1000;1182;1180;999;1183;1180;1005;1005
53845;29258;33;34;372;372;1001;1005;1181;1187;1000;1182;1181;999;1183;1181;1005;1005
53846;29258;34;33;372;372;1001;1005;1182;1187;1000;1183;1181;999;1184;1181;1005;1005
53850;29260;34;32;372;372;1001;1005;1182;1188;1000;1183;1182;999;1185;1181;1004;1004
53856;29261;33;34;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1004;1005
53856;29263;32;35;372;372;1001;1005;1182;1188;1000;1184;1182;999;1185;1182;1004;1005
53856;29264;33;35;372;372;1001;1005;1182;1188;1000;1183;1182;999;1185;1181;1004;1005
53856;29265;34;34;372;372;1001;1005;1182;1187;1000;1183;1181;999;1184;1181;1004;1005
53855;29265;34;32;372;372;1001;1005;1182;1188;1000;1183;1182;999;1185;1182;1005;1005
53857;29262;32;34;372;372;1001;1004;1183;1188;1000;1184;1182;999;1185;1182;1004;1004
53851;29263;32;33;372;372;1001;1005;1183;1188;1000;1184;1182;999;1185;1182;1005;1005
53859;29262;35;35;372;372;1001;1005;1182;1187;1000;1183;1181;999;1184;1181;1004;1005
53857;29258;36;35;372;372;1001;1005;1182;1187;1000;1183;1181;999;1184;1181;1004;1005
53855;29258;34;34;372;372;1001;1004;1184;1190;1000;1185;1183;999;1186;1183;1004;1004
53856;29262;34;34;372;372;1001;1004;1184;1190;1000;1185;1183;999;1186;1183;1003;1004
53856;29262;33;33;372;372;1001;1003;1184;1190;1000;1185;1183;999;1186;1183;1003;1004
53855;29256;33;32;372;372;1001;1005;1183;1188;1000;1184;1182;999;1185;1182;1004;1004
53856;29258;32;33;372;372;1001;1005;1182;1188;999;1184;1182;999;1185;1182;1005;1005
53852;29260;34;34;372;372;1001;1004;1182;1188;999;1184;1182;999;1185;1182;1003;1004
53852;29257;33;33;372;372;1001;1004;1183;1189;999;1184;1182;999;1185;1182;1003;1004
53857;29261;35;32;372;372;1001;1004;1184;1189;999;1185;1183;1000;1186;1183;1004;1004
53857;29261;37;32;372;372;1001;1003;1183;1188;999;1184;1182;1001;1185;1182;1003;1003
53856;29258;34;33;372;372;1001;1003;1181;1187;999;1183;1181;1001;1184;1181;1003;1003
53856;29258;34;32;372;372;1001;1005;1181;1187;999;1182;1181;1000;1183;1181;1004;1005
53854;29260;34;33;372;372;1001;1005;1183;1189;999;1184;1182;1000;1186;1182;1005;1005
53856;29257;33;34;372;372;1001;1004;1184;1189;999;1185;1183;1000;1186;1183;1003;1004
53849;29254;33;35;372;372;1001;1004;1184;1189;999;1185;1183;1000;1186;1183;1004;1004
53846;29256;33;33;372;372;1001;1004;1183;1188;999;1184;1182;1000;1185;1182;1004;1004
53854;29257;35;33;372;372;1001;1005;1182;1188;999;1183;1182;1000;1185;1181;1005;1005
53858;29253;34;33;372;372;1001;1005;1182;1188;999;1184;1182;1000;1185;1182;1004;1005
53855;29255;33;33;372;372;1001;1005;1182;1188;999;1184;1182;1000;1185;1182;1005;1005
53850;29257;35;34;372;372;1001;1005;1182;1188;999;1184;1182;1000;1185;1182;1005;1005
53854;29257;34;34;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53859;29256;34;36;372;372;1001;1005;1182;1188;999;1184;1182;999;1185;1182;1005;1005
53856;29256;36;33;372;372;1001;1004;1183;1189;999;1185;1183;999;1186;1183;1004;1004
53854;29257;34;33;372;372;1001;1004;1182;1187;999;1183;1182;999;1184;1182;1003;1004
53853;29257;33;32;372;372;1001;1004;1181;1187;999;1183;1181;999;1184;1181;1004;1004
53854;29260;33;34;372;372;1001;1004;1182;1188;999;1183;1181;1000;1184;1181;1004;1004
53853;29254;33;33;372;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1004;1005
53855;29259;34;32;372;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1004;1005
53858;29252;33;32;372;372;1001;1005;1183;1188;999;1184;1182;1000;1185;1182;1005;1005
53856;29249;33;33;372;372;1001;1005;1183;1188;999;1184;1182;1000;1185;1182;1005;1005
53856;29255;33;36;372;372;1001;1005;1184;1189;999;1185;1183;1000;1186;1183;1005;1005
53853;29260;34;35;372;372;1001;1004;1184;1189;999;1185;1183;1000;1186;1183;1004;1004
53851;29259;34;35;372;372;1001;1004;1184;1190;999;1185;1183;1000;1186;1183;1003;1004
53848;29257;36;35;372;372;1001;1004;1184;1190;999;1185;1183;1000;1186;1183;1003;1004
53855;29260;34;34;372;372;1001;1004;1181;1187;999;1182;1181;1000;1183;1181;1003;1004
53851;29257;34;35;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1005;1005
53855;29259;34;35;372;372;1001;1005;1184;1189;999;1185;1183;1000;1186;1183;1005;1005
53856;29262;34;34;372;372;1001;1006;1184;1189;999;1185;1183;1000;1186;1183;1005;1005
53855;29263;34;36;372;372;1001;1006;1184;1189;999;1185;1183;1000;1186;1183;1005;1005
53853;29262;36;36;372;372;1001;1005;1184;1189;999;1185;1183;1000;1186;1183;1005;1005
53854;29263;34;35;372;372;1001;1004;1183;1189;999;1185;1183;1000;1186;1183;1004;1004
53852;29261;33;32;372;372;1001;1004;1183;1188;999;1184;1182;999;1185;1182;1004;1004
53855;29262;34;31;372;372;1001;1005;1183;1188;999;1184;1182;999;1185;1182;1005;1005
53855;29262;34;31;372;372;1001;1005;1184;1189;999;1185;1183;999;1186;1183;1004;1005
53856;29263;34;31;372;372;1001;1005;1183;1188;999;1184;1182;999;1185;1182;1004;1004
