53857;29257;35;34
53856;29257;35;35
53856;29256;34;35
53856;29256;34;35
53856;29255;33;35
53856;29255;33;35
53855;29254;32;35
53855;29254;32;34
53854;29253;32;35
53853;29252;33;34
53854;29253;33;34
53853;29253;33;34
53853;29253;33;36
53853;29253;33;36
53852;29254;32;37
53852;29254;32;37
53854;29254;33;36
53854;29254;32;36
53853;29255;33;35
53856;29254;34;33
53857;29254;34;33
53857;29253;34;33
53857;29253;34;33
53857;29253;34;33
53858;29253;34;32
53858;29253;34;32
53858;29253;33;32
53854;29253;33;32
53854;29253;34;32
53855;29253;34;32
53854;29253;33;32
53852;29254;33;33
53853;29255;34;33
53856;29256;35;35
53853;29256;34;35
53852;29256;34;35
53852;29256;35;34
53852;29255;35;34
53852;29256;35;34
53851;29255;35;34
53851;29254;35;34
53850;29255;35;33
53853;29255;35;34
53853;29257;35;33
53853;29258;34;33
53853;29256;33;33
53854;29257;34;33
53854;29256;34;32
53854;29256;33;32
53854;29257;33;32
53855;29257;33;31
53855;29257;34;31
53856;29259;35;33
53856;29259;36;33
53856;29259;35;33
53856;29259;35;35
53856;29259;35;36
53855;29257;33;36
53855;29257;33;35
53855;29257;34;35
53849;29256;34;35
53850;29256;34;34
53849;29256;34;34
53848;29256;34;34
53848;29257;35;34
53849;29257;35;34
53849;29257;33;34
53854;29258;33;33
53851;29258;33;33
53851;29258;33;33
53851;29258;34;33
53852;29258;34;33
53852;29258;33;34
53851;29258;33;33
53851;29259;33;33
53852;29257;33;33
53852;29256;33;33
53852;29256;34;33
53852;29254;33;32
53854;29254;34;33
53852;29254;34;33
53850;29254;34;32
53850;29254;35;32
53851;29254;35;32
53851;29253;35;32
53855;29249;32;33
53856;29249;32;33
53857;29248;32;33
53856;29249;32;33
53856;29249;32;33
53855;29248;32;34
53853;29254;33;34
53852;29256;33;33
53852;29256;33;33
53851;29256;33;32
53851;29257;33;32
53851;29257;33;32
53854;29257;33;33
53854;29257;32;33
53855;29253;32;33
53856;29253;32;33
53856;29252;31;34
53856;29251;32;34
53857;29252;33;34
53857;29254;33;33
53855;29256;34;33
53855;29258;35;33
53854;29258;35;33
53853;29259;35;32
53854;29257;34;32
53854;29257;34;32
53854;29258;36;34
53852;29259;35;34
53851;29259;35;35
53850;29255;35;35
53851;29255;35;35
53852;29255;35;35
53851;29258;33;35
53851;29258;33;34
53853;29258;33;34
53853;29258;33;33
53854;29258;33;33
53854;29262;34;33
53855;29259;34;33
53855;29259;34;33
53855;29258;34;32
53855;29258;34;32
53856;29256;34;32
53856;29256;33;33
53854;29258;33;33
53854;29258;32;33
53853;29260;33;33
53853;29260;33;33
53853;29259;33;33
53853;29259;33;33
53852;29262;33;35
53852;29262;33;35
53852;29262;33;34
53854;29261;34;34
53854;29261;33;34
53854;29260;33;34
53854;29257;33;33
53854;29255;34;33
53853;29255;35;32
53854;29255;35;32
53854;29254;35;32
53853;29255;35;32
53853;29258;36;33
53853;29260;36;33
53854;29260;36;33
53853;29262;36;32
53854;29263;35;32
53854;29263;35;32
53854;29262;35;32
53854;29262;35;32
53855;29262;34;32
53853;29263;34;32
53854;29261;33;32
53854;29260;33;32
53855;29261;33;32
53854;29261;33;32
53854;29260;33;32
53853;29261;33;32
53852;29261;33;32
53852;29258;33;32
53853;29258;33;32
53855;29255;33;33
53853;29256;35;33
53853;29255;34;33
53854;29255;34;33
53856;29255;34;33
53856;29255;34;33
53856;29255;34;33
53853;29258;34;33
53852;29256;34;33
53850;29258;34;32
53850;29260;34;32
53851;29259;32;32
53850;29260;32;33
53850;29260;32;33
53850;29260;32;33
53853;29261;32;32
53853;29261;32;32
53855;29260;32;33
53855;29260;33;32
53853;29260;33;33
53853;29259;34;33
53853;29259;34;33
53853;29258;34;33
53852;29258;34;34
53850;29259;34;34
53849;29258;34;33
53851;29259;33;33
53852;29260;33;33
53852;29260;33;33
53852;29262;33;34
53852;29261;33;34
53852;29262;33;34
53853;29262;33;33
53853;29264;33;33
53854;29264;33;33
53855;29263;34;33
53855;29263;34;34
53855;29261;34;34
53857;29260;34;34
53857;29259;35;36
53857;29255;34;35
53856;29257;33;34
53854;29258;33;33
53854;29259;33;34
53854;29259;33;34
53854;29259;33;34
53854;29258;33;34
53854;29258;33;34
53854;29257;33;35
53851;29257;33;35
53852;29257;33;35
53852;29258;33;35
53851;29258;33;35
53851;29256;33;34
53851;29257;33;35
53854;29256;33;35
53853;29255;33;35
53853;29255;34;36
53856;29255;33;35
53856;29255;33;35
53855;29255;34;35
53854;29256;33;35
53854;29256;34;34
53856;29255;34;34
53857;29256;35;34
53857;29257;35;35
53857;29257;35;34
53856;29258;34;34
53857;29253;35;33
53858;29254;35;33
53855;29254;34;34
53855;29255;34;34
53856;29254;34;33
53856;29253;34;33
53856;29255;34;34
53856;29254;33;33
53856;29254;33;33
53855;29254;33;33
53855;29254;32;33
53857;29255;31;33
53856;29253;32;34
53857;29255;32;34
53856;29254;32;34
53857;29254;32;34
53857;29254;31;34
53857;29254;32;34
53857;29254;31;34
53857;29254;31;34
53857;29257;31;34
53857;29259;31;34
53856;29260;31;34
53856;29260;31;34
53856;29260;32;34
53856;29260;32;34
53854;29259;33;34
53854;29259;33;34
53854;29259;33;34
53854;29259;34;34
53852;29259;34;34
53851;29259;34;34
53852;29259;34;33
53852;29258;34;35
53852;29258;33;36
53852;29259;34;36
53851;29259;33;36
53853;29259;33;36
53853;29258;33;36
53852;29258;33;36
53849;29259;34;35
53849;29257;34;34
53849;29258;34;34
53849;29258;34;34
53850;29258;33;34
53852;29258;33;33
53852;29258;33;33
53852;29258;34;35
53854;29258;34;35
53856;29258;35;35
53855;29258;35;35
53856;29258;36;35
53856;29258;35;35
53854;29259;34;35
53854;29259;34;35
53854;29262;34;32
53852;29262;33;32
53853;29261;33;32
53853;29260;33;33
53851;29260;34;33
53854;29259;34;33
53853;29260;34;33
53852;29260;34;34
53852;29260;34;33
53852;29259;35;33
53855;29259;35;33
53854;29259;36;33
53854;29259;35;33
53854;29260;35;32
53855;29260;35;32
53855;29260;36;33
53854;29259;35;34
53851;29258;35;34
53850;29258;34;34
53852;29256;34;33
53851;29255;34;33
53851;29255;34;33
53851;29254;32;32
53852;29254;33;32
53853;29252;33;31
53859;29254;34;32
53857;29254;34;32
53857;29255;34;33
53858;29255;34;34
53858;29255;34;34
53857;29254;34;35
53856;29257;33;35
53856;29258;35;35
53854;29257;35;35
53855;29257;36;35
53854;29258;36;35
53854;29258;36;35
53854;29257;35;34
53853;29258;35;35
53850;29258;36;36
53850;29256;36;36
53851;29257;36;36
53851;29255;36;35
53850;29254;35;35
53852;29255;37;35
53852;29254;36;35
53855;29257;36;35
53855;29257;36;34
53855;29257;36;34
53856;29257;36;35
53856;29260;36;35
53857;29259;35;35
53857;29260;35;35
53857;29260;34;35
53857;29260;33;35
53858;29262;33;35
53857;29261;33;35
53856;29259;33;36
53856;29259;33;35
53855;29258;33;37
53855;29257;33;38
53855;29257;33;38
53854;29256;33;38
53855;29256;33;38
53854;29258;33;37
53856;29259;32;37
53856;29259;33;36
53856;29259;33;37
53856;29260;33;36
53856;29260;32;36
53856;29261;32;35
53857;29261;32;35
53857;29261;32;34
53855;29262;33;33
53854;29261;33;33
53855;29261;32;33
53855;29261;32;33
53855;29260;33;33
53854;29262;33;33
53854;29262;33;33
53854;29261;34;34
53855;29262;34;34
53856;29262;34;34
53855;29263;34;35
53856;29264;34;35
53856;29263;34;34
53855;29262;34;35
53854;29263;34;35
53855;29262;33;35
53854;29260;34;34
53853;29259;34;34
53853;29260;34;34
53853;29260;34;34
53853;29259;34;33
53853;29254;34;33
53853;29255;34;33
53854;29255;34;32
53854;29256;34;33
53857;29258;34;33
53857;29258;35;32
53857;29259;35;32
53857;29258;36;33
53856;29259;35;34
53857;29260;35;34
53857;29258;32;35
53857;29259;32;34
53893;29258;33;33
53857;29259;224;33
53857;29259;33;33
53857;29257;35;33
53856;29258;35;33
53856;29258;35;33
53855;29258;35;33
53855;29258;35;33
24328;19410;9074;8448
53855;29256;33;35
53855;29256;33;34
53855;29258;33;34
53854;29257;34;34
53853;29257;34;34
53852;29258;34;34
53855;29257;33;35
53855;29256;34;35
53853;29258;34;35
53853;29258;34;34
53853;29259;34;34
53854;29259;33;34
53854;29262;34;34
53854;29262;34;34
30811;29262;33;33
53851;29261;33;33
53850;29261;34;32
53850;29260;35;33
53848;29259;35;33
53851;29259;34;33
53852;29257;34;33
53852;29256;34;33
53852;29255;34;34
53852;29255;35;35
53852;29255;35;35
53852;29254;34;37
53852;29254;33;37
53855;29256;33;37
53855;29256;33;37
53855;29259;33;36
53858;29260;33;36
53858;29261;33;36
53858;29260;33;36
53857;29261;33;35
53857;29261;33;35
53858;29261;34;34
53857;29256;34;35
53858;29255;35;35
53853;29254;35;35
53853;29254;35;34
53852;29254;35;34
53851;29253;35;33
53851;29253;34;33
53851;29252;33;33
53852;29256;34;33
53853;29257;33;33
53854;29257;33;33
53856;29258;33;33
53857;29258;34;33
53859;29259;33;33
53859;29258;33;33
53859;29256;33;32
53858;29255;33;33
53858;29255;33;33
53855;29255;33;33
53856;29254;34;34
53855;29254;35;34
53853;29256;35;34
53854;29258;35;34
53854;29257;35;33
53854;29254;35;34
53856;29254;36;34
53855;29254;36;35
53855;29254;36;35
53855;29254;35;35
53855;29253;36;35
53855;29254;36;34
53856;29253;35;34
53856;29254;35;34
53857;29251;36;34
24328;17362;9586;8448
53854;29255;37;32
53854;29255;37;32
