53855;29255;33;35;372;372;1001;1004;1182;1187;999;1183;1181;1000;1184;1181;1004;1004
53854;29253;32;34;372;372;1001;1005;1181;1186;999;1182;1181;1000;1183;1181;1004;1005
53858;29253;34;32;372;372;1001;1005;1181;1187;999;1183;1181;1000;1184;1181;1004;1005
53858;29253;34;32;372;372;1001;1004;1181;1186;999;1182;1180;1000;1183;1180;1004;1004
53854;29254;33;32;372;372;1001;1004;1182;1187;999;1183;1181;1000;1184;1181;1004;1004
53854;29253;33;33;372;372;1001;1005;1182;1188;999;1183;1182;1001;1185;1182;1004;1005
53851;29254;35;34;372;372;1001;1005;1182;1188;999;1183;1181;1001;1184;1181;1005;1005
53853;29255;35;34;372;372;1001;1004;1182;1187;999;1183;1181;1001;1184;1181;1004;1004
53853;29255;34;33;372;372;1001;1004;1181;1187;999;1183;1181;1001;1184;1181;1004;1004
53854;29257;34;33;372;372;1001;1004;1181;1187;999;1182;1181;1001;1183;1181;1004;1004
53854;29257;33;32;372;372;1001;1004;1182;1187;999;1183;1181;1001;1184;1181;1004;1004
53855;29259;36;33;372;372;1001;1004;1184;1189;999;1185;1183;1001;1186;1183;1003;1004
53856;29259;35;35;372;372;1001;1004;1184;1189;999;1185;1183;1001;1186;1183;1004;1004
53849;29256;34;33;372;372;1001;1003;1183;1188;999;1184;1182;1001;1185;1182;1003;1003
22820;19154;8562;8704;243;204;59876;60419;40451;41988;59140;40963;40452;59652;41219;40452;60164;60419
53851;29258;33;33;372;372;1001;1005;1183;1188;999;1184;1182;1001;1185;1182;1005;1005
53855;29249;32;33;373;372;1001;1004;1182;1188;999;1183;1182;1001;1185;1182;1003;1004
53853;29248;32;34;372;372;1001;1003;1183;1188;999;1184;1182;1001;1185;1182;1003;1004
53852;29256;33;33;373;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1004;1005
53851;29256;33;33;373;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1005;1005
53854;29256;32;33;373;372;1001;1005;1183;1189;999;1185;1183;1001;1186;1182;1005;1005
53857;29254;33;33;373;372;1001;1004;1183;1188;999;1184;1182;1001;1185;1182;1004;1004
53854;29258;35;33;373;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1005;1005
53851;29255;33;35;372;372;1001;1005;1184;1189;999;1185;1183;1001;1186;1183;1005;1005
53851;29258;34;35;372;372;1001;1005;1184;1190;999;1185;1183;1001;1186;1183;1005;1005
53855;29257;34;32;373;372;1001;1005;1184;1189;998;1185;1183;1001;1186;1183;1004;1004
53854;29258;33;33;372;372;1001;1006;1184;1190;999;1185;1183;1001;1186;1183;1005;1006
53853;29259;33;34;372;372;1001;1005;1184;1190;998;1185;1183;1001;1186;1183;1005;1005
53853;29261;33;34;373;372;1001;1004;1183;1188;999;1184;1182;1001;1185;1182;1004;1004
53852;29254;34;32;372;372;1001;1005;1181;1186;999;1182;1181;1001;1183;1181;1004;1005
53854;29254;35;32;373;372;1001;1005;1182;1187;999;1183;1181;1001;1184;1181;1004;1004
53855;29263;35;32;373;372;1001;1005;1184;1189;999;1185;1183;1000;1186;1183;1004;1005
53856;29261;32;32;373;372;1001;1005;1184;1190;999;1185;1183;1000;1186;1183;1005;1005
53855;29261;33;32;373;372;1001;1005;1184;1190;999;1185;1183;1001;1186;1183;1005;1005
