1,826967;0,5087979;-45;0,1331288;-0,2182845;-9,796684;34,60831;43,94531;13;5;18;13;2;56;408059120;2;-8;-17;23790243;4633;6932;96;3843246;565392000;31;8;483997218;24182874;186;0,1736264;0,4032048;-0,01159691;0,3242363;4,757679;1,08703;2097151
1,801532;0,5225826;-45;0,1331901;-0,2110168;-9,809079;34,57809;44,02161;13;5;18;13;2;56;688372673;13;-2;-17;23790243;4628;6922;106;3843830;565392500;31;8;483997218;24182875;186;0,1716719;0,4011265;-0,01348787;0,3242176;4,78106;1,089862;2097151
1,764758;0,5630957;-45;0,1284012;-0,23073;-9,811182;34,56299;43,94531;13;5;18;13;2;57;8524318;5;2;-11;23790243;4624;6916;96;3844112;565392750;31;8;483997209;24182872;186;0,1605425;0,3802001;-0,01333052;0,3241903;4,658868;1,068112;2097151
1,77329;0,5504749;-45;0,1355547;-0,2208913;-9,80151;34,58313;43,94531;13;5;18;13;2;57;248683028;-29;-11;-5;23790243;4623;6911;111;3844436;565393000;31;8;483997208;24182872;186;0,158446;0,3782705;-0,01354175;0,3241945;4,779432;1,092852;2097151
1,78465;0,5669026;-45;0,1282085;-0,2184727;-9,799172;34,61334;44,02161;13;5;18;13;2;57;508824537;15;5;-2;23790243;4622;6907;116;3844774;565393250;31;8;483997207;24182874;186;0,1572078;0,3813722;-0,0125729;0,3241788;4,667747;1,080197;2097151
1,808268;0,5679952;-45;0,1234157;-0,2185549;-9,809016;34,59824;44,02161;13;5;18;13;2;57;808993647;-64;-8;-15;23790243;4625;6905;120;3845125;565393500;31;8;483997207;24182875;186;0,1563383;0,3878208;-0,01441643;0,3241952;4,704619;1,09307;2097151
1,831335;0,5508266;-45;0,130668;-0,2161691;-9,808988;34,62845;44,02161;13;5;18;13;2;58;349303401;-5;-8;24;23790243;4631;6905;90;3845665;565394000;31;8;483997200;24182875;186;0,1461685;0,3791538;-0,009834558;0,324204;4,695366;1,082692;2097151
1,847646;0,5425769;-45;0,1402292;-0,1990167;-9,80188;34,63852;44,02161;13;5;18;13;2;58;889769330;24;20;14;23790243;4631;6898;97;3846552;565394750;31;8;483997196;24182877;186;0,142961;0,3824536;-0,005294662;0,3241701;4,755459;1,095782;2097151
1,827983;0,529564;-45;0,1232914;-0,1991407;-9,814286;34,62341;44,02161;13;5;18;13;2;59;109768996;24;20;14;23790243;4631;6898;97;3846552;565394750;31;8;483997193;24182877;186;0,1396951;0,3796272;-0,007871581;0,324154;4,723692;1,088518;2097151
1,82397;0,5308297;-45;0,1234291;-0,2188342;-9,821243;34,62341;44,02161;13;5;18;13;2;59;410057550;-41;-10;-4;23790243;4628;6890;115;3847158;565395250;31;8;483997192;24182878;186;0,1389225;0,3809946;-0,00856196;0,3241443;4,749139;1,090584;2097151
1,813721;0,5447947;-45;0,1282845;-0,218852;-9,821198;34,64859;44,02161;13;5;18;13;2;59;690225327;1;5;12;23790243;4627;6889;95;3847436;565395500;31;8;483997192;24182880;186;0,1399791;0,3863381;-0,01148191;0,3241796;4,787783;1,103235;2097151
1,809034;0,5669695;-45;0,1208771;-0,2115569;-9,816515;34,61838;44,02161;13;5;18;13;2;59;950386237;-27;-5;-15;23790243;4625;6885;109;3847755;565395750;31;8;483997179;24182876;186;0,1271081;0,361308;-0,01257487;0,3241726;4,752512;1,093915;2097151
1,814265;0,5748276;-45;0,1425999;-0,2114252;-9,796714;34,63348;44,02161;13;5;18;13;3;0;210544748;-35;4;22;23790243;4627;6886;120;3848105;565396000;31;8;483997188;24182882;186;0,1351411;0,3862206;-0,01334857;0,324207;4,788816;1,10419;2097151
1,859967;0,5883044;-45;0,120902;-0,221475;-9,818767;34,60327;44,02161;13;5;18;13;3;0;790854701;-17;-5;3;23790243;4628;6877;120;3848770;565396500;31;8;483997173;24182879;186;0,1220967;0,3751967;-0,01551468;0,3241655;4,712472;1,099625;2097151
1,83563;0,5759349;-45;0,1279789;-0,2091592;-9,801792;34,60831;44,02161;13;5;18;13;3;1;71010210;4;-4;-8;23790243;4632;6875;99;3849061;565396750;31;8;483997170;24182880;186;0,1189277;0,3755168;-0,01477704;0,3241579;4,682292;1,091326;2097151
1,855932;0,5411599;-44;0,1328371;-0,2118613;-9,809034;34,62845;44,02161;13;5;18;13;3;2;752062379;-15;8;2;23790243;4623;6843;109;3851346;565398500;31;8;483997152;24182881;186;0,1103899;0,3748665;-0,01466721;0,3241582;4,837901;1,127485;2097151
1,845006;0,5636519;-44;0,1377364;-0,2243219;-9,813641;34,67377;44,0979;13;5;18;13;3;3;972871860;20;-5;0;23790243;4624;6833;117;3852815;565399750;31;8;483997136;24182882;186;0,10114;0,3584322;-0,01914765;0,3241458;4,778312;1,095971;2097151
1,814404;0,5500546;-44;0,1206829;-0,2171139;-9,818834;34,6637;44,0979;13;5;18;13;3;4;573182081;-3;6;-4;23790243;4627;6833;68;3853351;565400250;31;8;483997131;24182883;186;0,0969693;0,347773;-0,01389941;0,3241037;4,854679;1,119336;2097151
1,827738;0,5442465;-44;0,1230683;-0,2293662;-9,808768;34,6788;44,0979;13;5;18;13;3;4;873327523;3;-9;-18;23790243;4630;6835;96;3853633;565400500;31;8;483997129;24182885;186;0,09736832;0,3515254;-0,01634278;0,3240773;4,689326;1,063782;2097151
1,828118;0,5601084;-44;0,1400505;-0,2195423;-9,808802;34,65363;44,0979;13;5;18;13;3;5;133488432;36;11;-7;23790243;4632;6833;118;3853976;565400750;31;8;483997128;24182887;186;0,09972468;0,3583478;-0,01481326;0,32407;4,725912;1,078956;2097151
1,806676;0,5535107;-44;0,1230375;-0,2245576;-9,811309;34,64859;44,0979;13;5;18;13;3;5;693958096;26;14;0;23790243;4632;6822;107;3854893;565401500;31;8;483997126;24182891;186;0,1016474;0,3670266;-0,01479651;0,3240495;4,788201;1,094954;2097151
1,827564;0,541747;-44;0,1301711;-0,2123;-9,801683;34,65866;44,0979;13;5;18;13;3;5;974063406;13;14;-24;23790243;4633;6821;92;3855160;565401750;31;8;483997114;24182888;186;0,09345717;0,3458587;-0,01385675;0,3240579;4,759184;1,09212;2097151
1,856813;0,5385142;-44;0,1278285;-0,2148269;-9,811455;34,65866;44,0979;13;5;18;13;3;6;274268381;11;-2;-3;23790243;4635;6820;120;3855512;565402000;31;8;483997114;24182891;186;0,09710005;0,3576948;-0,01457101;0,3240931;4,785369;1,094821;2097151
1,841448;0,526888;-44;0,1302498;-0,2246369;-9,806345;34,65363;44,0979;13;5;18;13;3;6;574423292;69;14;-4;23790243;4639;6822;124;3855874;565402250;31;8;483997115;24182895;186;0,1009967;0,3696018;-0,02032902;0,3240909;4,824561;1,108377;2097151
1,846451;0,5166905;-44;0,1181742;-0,2125024;-9,823848;34,66873;44,0979;13;5;18;13;3;6;874578468;-41;-25;10;23790243;4639;6815;106;3856184;565402500;31;8;483997115;24182898;186;0,1041204;0,3758221;-0,02155276;0,3240887;4,709535;1,092603;2097151
1,823181;0,4592291;-44;0,1323604;-0,2133795;-9,821213;34,71909;44,17419;13;5;18;13;3;13;358612255;7;5;-7;23790243;4623;6825;99;3863627;565409000;31;8;483997028;24182922;186;0,1369311;0,315828;-0,01626534;0,3240561;4,595379;1,033161;2097151
1,84368;0,4550331;-44;0,1419193;-0,2182114;-9,801425;34,7493;44,17419;13;5;18;13;3;13;698922809;19;-4;2;23790243;4619;6825;118;3864294;565409500;31;8;483997021;24182923;186;0,1401814;0,3267309;-0,0150557;0,3240201;4,569594;1,05831;2097151
1,873877;0,4352048;-44;0,1248488;-0,2134253;-9,804123;34,72916;44,17419;13;5;18;13;3;14;539388071;32;7;-20;23790243;4614;6818;113;3865222;565410250;31;8;483997025;24182931;186;0,1551541;0,3598354;-0,0130391;0,3240128;4,735672;1,087767;2097151
1,895532;0,4468018;-44;0,1249673;-0,2110992;-9,821316;34,74426;44,17419;13;5;18;13;3;14;819531914;13;-10;-29;23790243;4613;6817;104;3865524;565410500;31;8;483997015;24182930;186;0,1492581;0,3483659;-0,01198202;0,3239926;4,628243;1,072829;2097151
1,878306;0,434807;-44;0,129756;-0,2136045;-9,816322;34,72412;44,17419;13;5;18;13;3;15;460008842;-43;-6;-20;23790243;4602;6807;107;3866454;565411250;31;8;483997008;24182934;186;0,1504729;0,3532667;-0,01511952;0,3239877;4,701257;1,092602;2097151
1,88428;0,4424616;-44;0,146647;-0,2330951;-9,791274;34,72916;44,17419;13;5;18;13;3;15;740163819;-25;-16;0;23790243;4598;6806;103;3866754;565411500;31;8;483997011;24182939;186;0,159991;0,3758399;-0,01357406;0,3239843;4,616214;1,097;2097151
