1,82774;0,4968189;-45
1,822241;0,5060725;-45
1,812593;0,5057013;-45
1,826967;0,5087979;-45
1,817396;0,5264492;-45
1,811561;0,5270618;-45
1,801532;0,5225826;-45
1,783537;0,5375642;-45
1,772622;0,5414138;-45
1,772622;0,5414138;-45
1,75987;0,5512933;-45
1,758975;0,554822;-45
1,754571;0,5509302;-45
1,752328;0,5498076;-45
1,76836;0,552007;-45
1,77125;0,5537271;-45
1,774325;0,5591443;-45
1,780569;0,5681737;-45
1,792665;0,5793219;-45
1,805297;0,5665763;-45
1,805933;0,5726144;-45
1,802155;0,5657302;-45
1,808947;0,5723031;-45
1,806991;0,5537367;-45
1,81814;0,5499147;-45
1,82475;0,5668303;-45
1,82475;0,5668303;-45
1,831756;0,5573007;-45
1,828561;0,5552289;-45
1,831524;0,5444165;-45
1,838291;0,5419651;-45
1,835783;0,5425819;-45
1,856003;0,5409025;-45
1,858365;0,5461988;-45
1,858525;0,5338715;-45
1,858525;0,5338715;-45
1,853557;0,5497546;-45
1,8372;0,5422103;-45
1,824489;0,5399171;-45
1,824489;0,5399171;-45
1,825436;0,5359582;-45
1,827925;0,5378469;-45
1,823089;0,5336539;-45
1,815893;0,5416908;-45
1,809439;0,5232974;-45
1,813791;0,5404026;-45
1,804622;0,5660477;-45
1,808682;0,5699248;-45
1,810923;0,5645114;-45
1,812064;0,5738572;-45
1,813848;0,5703214;-45
1,818508;0,5761312;-45
1,835196;0,588729;-45
1,835917;0,5863815;-45
1,849678;0,5919549;-45
1,854716;0,5985591;-45
1,862904;0,5953825;-45
1,86294;0,589536;-45
1,860036;0,5838354;-45
1,842117;0,5894709;-45
1,843627;0,5834307;-45
1,834215;0,5761486;-45
1,840698;0,5799654;-45
1,82754;0,5740285;-45
1,832304;0,5576352;-45
1,832304;0,5576352;-45
1,821761;0,5462103;-45
1,823879;0,5533603;-45
1,812708;0,5590129;-45
1,822012;0,566075;-44
1,817553;0,5627497;-44
1,821634;0,564406;-44
1,826258;0,5648745;-44
1,844638;0,5490077;-44
1,851041;0,5493553;-44
1,860316;0,545156;-44
1,873052;0,5478553;-44
1,876314;0,5526084;-44
1,85907;0,5487388;-44
1,85907;0,5487388;-44
1,844308;0,5495898;-44
1,829621;0,5614434;-44
1,841505;0,5638611;-44
1,82916;0,5748001;-44
1,837287;0,5779862;-44
1,837287;0,5779862;-44
1,815265;0,5782368;-44
1,8174;0,5755194;-44
1,830609;0,588128;-44
1,832072;0,5694286;-44
1,853401;0,5612743;-44
1,83822;0,5562876;-44
1,824505;0,5734487;-44
1,816147;0,5741829;-44
1,819326;0,5604153;-44
